Date,Open,High,Low,Close,Change,Change(%),Ratio(%),Volume,Value(T)
2020-02-05,4570,4580,4510,4560,Unchnaged,0,0,912673,414805882
2020-02-06,4590,4590,4530,4550,Fall,10,0,948555,431717321
2020-02-07,4580,4580,4540,4550,Unchnaged,0,0,1330425,605427583
2020-02-10,4500,4530,4400,4500,Fall,50,1,1708906,765944517
2020-02-11,4540,4540,4480,4510,Rise,10,0,851501,383599587
2020-02-12,4520,4560,4520,4530,Rise,20,0,1301504,589719490
2020-02-13,4580,4590,4540,4570,Rise,40,1,797107,363811479
2020-02-14,4530,4590,4530,4550,Fall,20,0,1270049,578921964
2020-02-17,4480,4540,4470,4470,Fall,80,2,1197599,536203782
2020-02-18,4470,4500,4400,4400,Fall,70,2,886945,395157484
2020-02-19,4460,4480,4450,4480,Rise,80,2,1008107,450484301
2020-02-20,4520,4580,4510,4560,Rise,80,2,981804,447580381
2020-02-21,4560,4560,4510,4510,Fall,50,1,1069607,483196571
2020-02-24,4540,4540,4470,4490,Fall,20,0,1029080,462391407
2020-02-25,4460,4550,4460,4500,Rise,10,0,1139296,513239415
2020-02-26,4500,4510,4470,4480,Fall,20,0,1491976,669352221
2020-02-27,4380,4380,4120,4130,Fall,350,8,2071574,870721862
2020-02-28,3990,4190,3910,4190,Rise,60,1,1919627,784840891
2020-03-02,4190,4200,3980,3980,Fall,210,5,1876592,761204191
2020-03-03,4050,4180,4000,4100,Rise,120,3,1984134,814598626
2020-03-04,4140,4240,4130,4220,Rise,120,3,1163052,489494701
2020-03-05,4290,4300,4130,4150,Fall,70,2,1335882,562894298
2020-03-06,4040,4050,4000,4010,Fall,140,3,1593919,641251089
2020-03-09,3900,3950,3750,3750,Fall,260,6,1490287,573144570
2020-03-10,3780,4030,3780,3910,Rise,160,4,1659755,654057678
2020-03-11,3950,4030,3880,3910,Unchnaged,0,0,1775199,704040597
2020-03-12,3820,3840,3600,3610,Fall,300,8,1519406,565732571
2020-03-13,3610,3770,3360,3720,Rise,110,3,2688370,956951874
2020-03-16,3750,3750,3460,3500,Fall,220,6,1784205,631744168
2020-03-17,3500,3570,3260,3260,Lower limit,240,7,2085686,695074021
2020-03-18,3270,3440,3090,3140,Fall,120,4,2481042,801815997
2020-03-19,3130,3140,2930,2930,Lower limit,210,7,1379469,407823289
2020-03-20,2930,2970,2730,2810,Fall,120,4,5983630,1683073093
2020-03-23,2650,2700,2620,2620,Lower limit,190,7,1644046,433692594
2020-03-24,2580,2750,2440,2440,Lower limit,180,7,4951293,1258125376
2020-03-26,2500,3000,2500,2940,Rise,500,20,6345882,1768565416
2020-03-27,3000,3670,3000,3230,Rise,290,10,4809305,1627316514
2020-03-30,3150,3150,3010,3010,Lower limit,220,7,2175092,657043794
2020-03-31,3100,3200,2970,3020,Rise,10,0,3149966,965968542
2020-04-01,3010,3080,2900,2930,Fall,90,3,2717436,810867167
2020-04-02,2850,2900,2800,2870,Fall,60,2,2998824,854818660
2020-04-03,2930,2950,2830,2890,Rise,20,1,2931469,842277192
2020-04-06,2950,3030,2910,3020,Rise,130,4,2850999,845251705
2020-04-07,3100,3240,2950,3030,Rise,10,0,4053892,1232994317
2020-04-08,3000,3040,2820,2820,Lower limit,210,7,2929466,841897231
2020-04-09,2860,2910,2750,2790,Fall,30,1,2657870,748469046
2020-04-13,2790,2840,2700,2770,Fall,20,1,1237314,343555532
2020-04-14,2790,2900,2770,2900,Rise,130,5,2197340,625288261
2020-04-15,2900,2990,2730,2760,Fall,140,5,3190951,904323034
2020-04-16,2770,2770,2580,2610,Fall,150,5,3677488,969164891
2020-04-17,2670,2840,2660,2830,Rise,220,8,4023255,1112643211
2020-04-20,2880,2900,2760,2780,Fall,50,2,2220085,629110690
2020-04-21,2750,2790,2690,2720,Fall,60,2,1328733,361913561
2020-04-22,2700,2830,2650,2790,Rise,70,3,1795433,494779345
2020-04-23,2830,2880,2790,2800,Rise,10,0,2161707,614587604
2020-04-24,2800,2800,2630,2630,Fall,170,6,2937113,789443181
2020-04-27,2680,2700,2610,2660,Rise,30,1,1826084,483192846
2020-04-28,2680,2690,2570,2590,Fall,70,3,2682961,699178763
2020-04-29,2600,2620,2560,2580,Fall,10,0,2091364,541572908
2020-04-30,2620,2740,2610,2730,Rise,150,6,4320739,1163165971
2020-05-04,2670,2680,2600,2630,Fall,100,4,2006089,527881314
2020-05-05,2630,2680,2610,2630,Unchnaged,0,0,1847615,487324412
2020-05-06,2630,2650,2600,2620,Fall,10,0,1730529,454135084
2020-05-08,2640,2660,2580,2590,Fall,30,1,2057649,537170079
2020-05-11,2630,2640,2600,2620,Rise,30,1,1545992,404680926
2020-05-12,2620,2630,2470,2490,Fall,130,5,3686727,934759943
2020-05-13,2460,2520,2440,2470,Fall,20,1,3385922,835730574
2020-05-14,2440,2480,2330,2350,Fall,120,5,4702651,1125588565
2020-05-15,2380,2400,2210,2240,Fall,110,5,5946583,1346956855
2020-05-18,2250,2270,2160,2170,Fall,70,3,4554626,998728567
2020-05-19,2250,2420,2250,2370,Rise,200,9,5313101,1255727083
2020-05-20,2360,2500,2320,2480,Rise,110,5,3943959,957884866
2020-05-26,2550,2550,2470,2520,Rise,40,2,4040973,1015493188
2020-05-27,2540,2630,2520,2630,Rise,110,4,4328130,1123239184
2020-05-28,2640,2780,2640,2730,Rise,100,4,4533913,1244822367
2020-05-29,2700,2950,2700,2950,Rise,220,8,8726073,2507557508
2020-06-02,2950,3290,2950,3180,Rise,230,8,4674608,1488150805
2020-06-03,3200,3280,3010,3100,Fall,80,3,4380990,1372711292
2020-06-04,3120,3200,3030,3060,Fall,40,1,2501432,773133599
2020-06-05,3070,3130,2960,3110,Rise,50,2,2673934,817053403
2020-06-08,3180,3370,3170,3300,Rise,190,6,3843321,1264852944
2020-06-09,3350,3360,3210,3210,Fall,90,3,2544974,831909825
2020-06-10,3180,3180,3000,3030,Fall,180,6,4432313,1354999931
2020-06-11,3130,3130,2900,2970,Fall,60,2,3723475,1117386367
2020-06-12,2900,3040,2800,3030,Rise,60,2,4721284,1391954312
2020-06-15,3040,3050,2890,2900,Fall,130,4,2307667,682766465
2020-06-16,2970,3150,2960,3130,Rise,230,8,3386820,1048589206
2020-06-17,3200,3200,3080,3100,Fall,30,1,2181808,682167601
2020-06-18,3050,3120,3040,3050,Fall,50,2,1309426,403578342
2020-06-19,3080,3110,3060,3100,Rise,50,2,1669696,515587238
2020-06-22,3100,3110,3030,3060,Fall,40,1,953770,293309784
2020-06-23,3020,3060,2980,3010,Fall,50,2,1714215,516171213
2020-06-24,3050,3140,3010,3120,Rise,110,4,3084843,956485957
2020-06-25,3100,3110,3040,3060,Fall,60,2,1582093,486322077
2020-06-26,3100,3120,3020,3030,Fall,30,1,1473062,449925197
2020-06-29,3040,3060,2980,3040,Rise,10,0,1188099,358859527
2020-06-30,3070,3110,3030,3030,Fall,10,0,1340147,409748226
2020-07-01,3040,3070,3030,3060,Rise,30,1,1012907,308915877
2020-07-02,3090,3090,3040,3060,Unchnaged,0,0,1694846,519383340
2020-07-03,3060,3090,3040,3050,Fall,10,0,494728,151493519
2020-07-06,3070,3100,3030,3040,Fall,10,0,1346777,410739347
2020-07-07,3070,3080,3030,3030,Fall,10,0,2073717,631326601
2020-07-08,3040,3200,3030,3190,Rise,160,5,3396676,1069561911
2020-07-09,3190,3230,3140,3140,Fall,50,2,1921823,609851880
2020-07-10,3130,3150,3100,3110,Fall,30,1,1071162,333625688
2020-07-13,3130,3180,3050,3160,Rise,50,2,958637,302488693
2020-07-14,3160,3250,3130,3170,Rise,10,0,2112377,673901235
2020-07-15,3200,3240,3130,3130,Fall,40,1,1657212,523061028
2020-07-16,3130,3160,3130,3140,Rise,10,0,1170972,367767656
2020-07-17,3140,3150,3100,3100,Fall,40,1,1195877,371820710
2020-07-20,3100,3130,3030,3050,Fall,50,2,1365487,418937474
2020-07-21,3050,3180,3050,3150,Rise,100,3,2041570,639838881
2020-07-22,3160,3170,3090,3100,Fall,50,2,1735575,542339737
2020-07-23,3120,3160,3100,3140,Rise,40,1,1478577,463884837
2020-07-24,3130,3140,3090,3090,Fall,50,2,948056,294339728
2020-07-27,3090,3150,3090,3150,Rise,60,2,945169,296643967
2020-07-28,3160,3170,3100,3140,Fall,10,0,1034198,323808629
2020-07-29,3140,3150,3100,3120,Fall,20,1,671767,210194650
2020-07-30,3130,3170,3110,3160,Rise,40,1,784787,247019629
2020-08-03,3170,3180,2970,2990,Fall,170,5,3392799,1027120110
2020-08-04,3000,3080,3000,3080,Rise,90,3,1562880,476764198
2020-08-05,3100,3110,3040,3080,Unchnaged,0,0,1614960,496906065
2020-08-06,3100,3130,3090,3110,Rise,30,1,1146024,356833407
2020-08-07,3110,3130,3060,3110,Unchnaged,0,0,899173,278516945
2020-08-10,3110,3150,3100,3130,Rise,20,1,914652,286290420
2020-08-11,3130,3220,3130,3190,Rise,60,2,1724591,550317862
2020-08-12,3190,3370,3190,3350,Rise,160,5,4594192,1518827655
2020-08-13,3350,3450,3300,3330,Fall,20,1,2142226,718292497
2020-08-14,3330,3350,3280,3340,Rise,10,0,991522,329965757
2020-08-18,3340,3530,3340,3520,Rise,180,5,2620010,910643543
2020-08-19,3520,3640,3520,3560,Rise,40,1,2175330,775772416
2020-08-24,3530,3650,3520,3640,Rise,80,2,1949723,701391905
2020-08-25,3670,3800,3640,3800,Rise,160,4,1793000,671289852
2020-08-26,3800,3820,3700,3740,Fall,60,2,1619628,606434828
2020-08-27,3740,3780,3660,3700,Fall,40,1,1879849,696827932
2020-08-28,3710,3740,3650,3690,Fall,10,0,778882,287195234
2020-08-31,3700,3740,3500,3510,Fall,180,5,2660424,946907903
2020-09-01,3550,3630,3480,3610,Rise,100,3,1969593,701163799
2020-09-02,3620,3660,3590,3660,Rise,50,1,1069246,387874037
2020-09-03,3660,3690,3550,3580,Fall,80,2,1796124,644962458
2020-09-04,3610,3610,3480,3550,Fall,30,1,1345557,474984112
2020-09-07,3550,3570,3500,3510,Fall,40,1,948142,334241656
2020-09-08,3510,3570,3510,3520,Rise,10,0,813819,287936425
2020-09-09,3480,3490,3380,3410,Fall,110,3,1784355,611858318
2020-09-10,3300,3300,3180,3180,Fall,230,7,2778479,888372925
2020-09-11,3020,3310,3010,3250,Rise,70,2,5834976,1850087252
2020-09-14,3300,3450,3300,3440,Rise,190,6,2758887,935885339
2020-09-15,3440,3460,3310,3330,Fall,110,3,1955311,656683570
2020-09-16,3370,3390,3240,3260,Fall,70,2,1385293,456029215
2020-09-17,3270,3310,3170,3200,Fall,60,2,1676114,538179276
2020-09-18,3200,3270,3190,3220,Rise,20,1,2028805,653986291
2020-09-21,3200,3250,3150,3190,Fall,30,1,1141688,365323649
2020-09-22,3110,3190,3100,3130,Fall,60,2,1345855,422276022
2020-09-23,3170,3180,3050,3080,Fall,50,2,1206079,375158840
2020-09-24,3030,3080,3010,3030,Fall,50,2,1641513,498227392
2020-09-25,3060,3180,3040,3160,Rise,130,4,1694181,527728212
2020-09-28,3180,3230,3080,3090,Fall,70,2,1354658,424941506
2020-09-29,3120,3160,3020,3040,Fall,50,2,1826971,563003118
2020-09-30,3060,3080,3000,3040,Unchnaged,0,0,1678357,507679707
2020-10-01,3090,3170,3060,3160,Rise,120,4,1300310,405637831
2020-10-02,3180,3210,3060,3100,Fall,60,2,1570636,492336924
2020-10-05,3160,3170,3110,3160,Rise,60,2,927229,291729756
2020-10-06,3220,3240,3180,3190,Rise,30,1,1208168,388235553
2020-10-07,3160,3170,3080,3120,Fall,70,2,2887401,900843420
2020-10-08,3150,3170,3110,3150,Rise,30,1,1239240,388895968
2020-10-09,3150,3170,3120,3150,Unchnaged,0,0,811274,255245308
2020-10-12,3160,3210,3150,3190,Rise,40,1,1565197,497445708
2020-10-13,3190,3300,3150,3280,Rise,90,3,2044382,662399558
2020-10-14,3300,3380,3290,3360,Rise,80,2,1938797,647732776
2020-10-15,3360,3380,3310,3310,Fall,50,1,1832948,613005255
2020-10-16,3340,3360,3210,3250,Fall,60,2,1404436,458300342
2020-10-19,3260,3290,3230,3280,Rise,30,1,961993,314049025
2020-10-20,3280,3290,3210,3250,Fall,30,1,1340383,434853572
2020-10-21,3280,3310,3230,3240,Fall,10,0,1169818,381741527
2020-10-22,3220,3300,3200,3300,Rise,60,2,1601366,524038780
2020-10-23,3350,3350,3270,3290,Fall,10,0,1172465,387362139
2020-10-26,3300,3360,3290,3340,Rise,50,2,1012225,337374923
2020-10-27,3340,3400,3330,3360,Rise,20,1,1833061,616260259
2020-11-02,3360,3390,3300,3380,Rise,20,1,1567840,526984349
2020-11-03,3390,3400,3360,3380,Unchnaged,0,0,1214561,410859960
2020-11-04,3420,3420,3290,3290,Fall,90,3,1382301,460816264
2020-11-05,3370,3490,3360,3490,Rise,200,6,2347926,807184312
2020-11-06,3510,3600,3470,3560,Rise,70,2,2687678,952410464
2020-11-09,3680,3690,3580,3690,Rise,130,4,2574554,937919961
2020-11-10,3800,4010,3770,4000,Rise,310,8,5655621,2205719199
2020-11-11,3970,4190,3950,4120,Rise,120,3,3570980,1458889189
2020-11-12,4100,4100,3920,3950,Fall,170,4,3332975,1326506582
2020-11-13,3970,4080,3960,4000,Rise,50,1,2373740,951645554
2020-11-16,4050,4070,3930,3960,Fall,40,1,1930221,766922960
2020-11-17,4000,4020,3930,3960,Unchnaged,0,0,1808511,719019094
2020-11-18,3980,4050,3970,4040,Rise,80,2,1826573,733742709
2020-11-19,4010,4130,3980,4040,Unchnaged,0,0,1997008,811238590
2020-11-20,4040,4080,3990,4020,Fall,20,0,1247854,501470947
2020-11-23,4010,4100,4010,4080,Rise,60,1,1235109,502950948
2020-11-24,4120,4230,4080,4200,Rise,120,3,2061644,855510022
2020-11-25,4320,4390,4250,4320,Rise,120,3,2833378,1227639366
2020-11-26,4220,4320,4220,4290,Fall,30,1,1365261,584619302
2020-11-27,4330,4370,4270,4270,Fall,20,0,1149408,494059622
2020-11-30,4250,4280,3990,4090,Fall,180,4,4487993,1846537625
2020-12-01,4130,4260,4070,4240,Rise,150,4,2284126,959752865
2020-12-02,4320,4340,4250,4300,Rise,60,1,1363484,584356178
2020-12-03,4350,4400,4300,4400,Rise,100,2,1989855,867310082
2020-12-04,4400,4400,4270,4300,Fall,100,2,1503797,648427151
2020-12-07,4350,4420,4350,4400,Rise,100,2,1408496,617581019
2020-12-08,4400,4400,4340,4400,Unchnaged,0,0,812720,355396751
2020-12-10,4450,4450,4330,4330,Fall,70,2,1936306,844686917
2020-12-11,4400,4400,4260,4280,Fall,50,1,1744469,751533284
2020-12-14,4300,4310,4270,4280,Unchnaged,0,0,1273852,546426963
2020-12-15,4280,4290,4240,4280,Unchnaged,0,0,1337120,570177638
2020-12-16,4340,4350,4300,4320,Rise,40,1,1300448,561521710
2020-12-17,4360,4360,4310,4330,Rise,10,0,1417271,614515606
2020-12-18,4270,4300,4270,4280,Fall,50,1,2074107,887814684
2020-12-21,4330,4340,4210,4210,Fall,70,2,2189689,931873364
2020-12-22,4240,4280,4120,4130,Fall,80,2,1714840,718718069
2020-12-23,4150,4180,3950,4160,Rise,30,1,1701569,698895452
2020-12-28,4250,4260,4160,4250,Rise,90,2,861170,364110352
2020-12-29,4250,4280,4170,4180,Fall,70,2,752036,316329841
2020-12-30,4190,4210,4130,4170,Fall,10,0,900209,375573525
2021-01-04,4150,4320,4150,4310,Rise,140,3,965682,410305007
2021-01-05,4300,4300,4240,4270,Fall,40,1,972391,415148448
2021-01-06,4280,4300,4160,4200,Fall,70,2,1166340,492559796
2021-01-07,4260,4290,4210,4280,Rise,80,2,1289054,549601409
2021-01-08,4330,4390,4300,4390,Rise,110,3,1863709,811539252
2021-01-11,4420,4660,4410,4650,Rise,260,6,3837145,1744364486
2021-01-12,4680,4770,4670,4720,Rise,70,2,2367145,1116896121
2021-01-13,4770,4840,4750,4790,Rise,70,1,2101614,1007496156
2021-01-14,4820,4830,4720,4770,Fall,20,0,1336166,637229933
2021-01-15,4770,4770,4550,4580,Fall,190,4,2047145,944118925
2021-01-18,4580,4650,4540,4620,Rise,40,1,1659687,764540024
2021-01-19,4700,4700,4610,4620,Unchnaged,0,0,1385705,642067137
2021-01-20,4670,4920,4650,4890,Rise,270,6,2524715,1212006411
2021-01-21,4920,4950,4770,4790,Fall,100,2,1611567,775366145
2021-01-22,4860,4860,4680,4720,Fall,70,1,1666627,791587654
2021-01-25,4790,4790,4610,4780,Rise,60,1,1502508,711718591
2021-01-26,4780,4790,4620,4650,Fall,130,3,1489525,696604638
2021-01-27,4650,4720,4500,4620,Fall,30,1,1806263,832294368
2021-01-28,4580,4650,4420,4470,Fall,150,3,1602430,727400908
2021-01-29,4570,4610,4180,4180,Fall,290,6,2802014,1202394728
2021-02-01,4180,4440,3960,4400,Rise,220,5,3228251,1357360168
2021-02-02,4490,4490,4260,4360,Fall,40,1,1522954,664483853
2021-02-03,4480,4480,4360,4380,Rise,20,0,1129446,497854027
2021-02-04,4450,4580,4370,4490,Rise,110,3,1477429,661077691
2021-02-05,4540,4540,4420,4470,Fall,20,0,900031,401331919
2021-02-08,4530,4530,4450,4460,Fall,10,0,1092881,489014653
2021-02-09,4500,4770,4500,4620,Rise,160,4,4221444,1970491492
2021-02-10,4630,4710,4600,4650,Rise,30,1,1837749,852711926
2021-02-11,4700,4710,4630,4680,Rise,30,1,906184,422908952
2021-02-15,4710,4780,4700,4710,Rise,30,1,846878,399651635
2021-02-16,4740,4740,4660,4670,Fall,40,1,651113,305134601
2021-02-17,4710,4730,4620,4630,Fall,40,1,922980,431089085
2021-02-18,4700,4770,4650,4670,Rise,40,1,1382606,651834688
2021-02-19,4600,4790,4600,4790,Rise,120,3,998934,471293546
2021-02-22,4850,4870,4760,4790,Unchnaged,0,0,1432881,692282405
2021-02-23,4810,4830,4740,4790,Unchnaged,0,0,980081,467730458
2021-02-24,4790,4820,4710,4730,Fall,60,1,959820,456123201
2021-02-25,4770,4770,4670,4730,Unchnaged,0,0,1196665,564401006
2021-02-26,4730,4750,4700,4710,Fall,20,0,1470851,693746792
2021-03-01,4800,4830,4720,4830,Rise,120,3,1154711,552921111
2021-03-02,4870,4880,4800,4800,Fall,30,1,683586,329362178
2021-03-03,4800,4850,4740,4850,Rise,50,1,772957,371920694
2021-03-04,4850,4850,4730,4760,Fall,90,2,1071774,511202389
2021-03-05,4740,4770,4700,4770,Rise,10,0,647156,306970844
2021-03-08,4800,4820,4730,4730,Fall,40,1,635604,303238390
2021-03-09,4750,4750,4560,4580,Fall,150,3,1504766,694994631
2021-03-10,4650,4660,4590,4630,Rise,50,1,704084,325829761
2021-03-12,4690,4690,4540,4580,Fall,50,1,1385068,635654589
2021-03-15,4580,4630,4560,4570,Fall,10,0,868013,398274686
2021-03-16,4660,4770,4610,4720,Rise,150,3,1372966,646036199
2021-03-17,4680,4700,4600,4670,Fall,50,1,1056762,490635516
2021-03-18,4710,4770,4690,4760,Rise,90,2,869399,411557188
2021-03-19,4750,4750,4670,4670,Fall,90,2,1512683,708747487
2021-03-22,4700,4700,4620,4630,Fall,40,1,609992,284128763
2021-03-23,4720,4720,4650,4670,Rise,40,1,1045767,490105796
2021-03-24,4730,4730,4650,4670,Unchnaged,0,0,1095566,513205292
2021-03-25,4700,4700,4580,4620,Fall,50,1,864940,400134331
2021-03-26,4630,4720,4620,4720,Rise,100,2,972511,456047562
2021-03-29,4780,4780,4720,4720,Unchnaged,0,0,970961,461107689
2021-03-30,4700,4700,4480,4500,Fall,220,5,1953585,888773692
2021-03-31,4450,4480,4260,4400,Fall,100,2,2937583,1283122071
2021-04-01,4350,4370,4210,4290,Fall,110,3,3092527,1327780612
2021-04-05,4320,4330,4160,4200,Fall,90,2,3141163,1323544958
2021-04-06,4170,4230,4150,4200,Unchnaged,0,0,1521058,638638292
2021-04-07,4230,4240,4160,4200,Unchnaged,0,0,1063198,446061261
2021-04-08,4250,4360,4230,4350,Rise,150,4,1441544,621622319
2021-04-09,4380,4400,4350,4350,Unchnaged,0,0,1138868,497349298
2021-04-12,4390,4390,4200,4210,Fall,140,3,1046519,445230606
2021-04-13,4210,4260,4120,4160,Fall,50,1,1092587,455599575
2021-04-14,4280,4350,4220,4350,Rise,190,5,1032088,443587103
2021-04-15,4390,4410,4280,4410,Rise,60,1,784279,341656956
2021-04-16,4450,4460,4310,4340,Fall,70,2,677222,295734018
2021-04-19,4360,4380,4310,4380,Rise,40,1,565314,245465784
2021-04-20,4290,4330,4220,4310,Fall,70,2,892858,381694419
2021-04-21,4240,4290,4230,4230,Fall,80,2,472301,200873822
2021-04-22,4230,4260,4200,4200,Fall,30,1,1080107,455353360
2021-04-23,4200,4280,4190,4250,Rise,50,1,1095558,463697007
2021-04-26,4240,4250,4130,4140,Fall,110,3,1430587,595516265
2021-04-27,4200,4200,4150,4170,Rise,30,1,1327996,554569399
2021-04-28,4170,4220,4130,4130,Fall,40,1,1150763,478669428
2021-04-29,4190,4200,4140,4160,Rise,30,1,1133720,473050423
2021-04-30,4150,4160,4050,4050,Fall,110,3,2340849,956752079
2021-05-03,4060,4070,4000,4010,Fall,40,1,1129396,455265612
2021-05-04,4020,4070,4010,4060,Rise,50,1,766238,309633555
2021-05-05,4110,4130,4080,4090,Rise,30,1,1066541,437770946
2021-05-06,4130,4130,4070,4110,Rise,20,0,783861,321577310
2021-05-07,4140,4140,4040,4050,Fall,60,1,757789,309408492
2021-05-10,4050,4090,4050,4050,Unchnaged,0,0,739785,300394114
2021-05-11,4030,4040,3980,3990,Fall,60,1,1518442,607306681
2021-05-17,3960,4000,3900,3900,Fall,90,2,1952919,769259412
2021-05-18,3960,3960,3890,3900,Unchnaged,0,0,1157041,453637438
2021-05-19,3850,3940,3850,3870,Fall,30,1,1230051,477110087
2021-05-20,3840,3930,3820,3880,Rise,10,0,1498453,582006160
2021-05-21,3920,3950,3860,3890,Rise,10,0,1101114,429746949
2021-05-24,3970,4060,3910,4040,Rise,150,4,1338069,538125713
2021-05-25,4070,4140,4040,4060,Rise,20,0,1533399,626632954
2021-05-27,4140,4190,3950,3950,Fall,110,3,5660745,2276889223
2021-05-28,4040,4170,4020,4070,Rise,120,3,2491770,1023751916
2021-05-31,4130,4280,4110,4260,Rise,190,5,2968482,1253373782
2021-06-02,4350,4380,4230,4260,Unchnaged,0,0,2838654,1220278724
2021-06-03,4270,4360,4220,4360,Rise,100,2,1576743,679345520
2021-06-04,4380,4390,4290,4340,Fall,20,0,1255835,545172984
2021-06-07,4340,4350,4210,4250,Fall,90,2,1388665,589820486
2021-06-08,4280,4280,4190,4200,Fall,50,1,989879,418246281
2021-06-09,4100,4270,4100,4220,Rise,20,0,976654,411020198
2021-06-10,4280,4320,4260,4300,Rise,80,2,972573,417675307
2021-06-11,4350,4350,4280,4280,Fall,20,0,525531,225995675
2021-06-14,4330,4350,4280,4350,Rise,70,2,1212374,523829707
2021-06-15,4350,4350,4210,4230,Fall,120,3,1824638,774943587
2021-06-16,4150,4170,4010,4010,Fall,220,5,4372676,1774443446
2021-06-17,3980,4070,3930,4030,Rise,20,0,3056797,1225277043
2021-06-18,4060,4060,3910,3910,Fall,120,3,2960003,1170614651
2021-06-21,3880,3970,3860,3940,Rise,30,1,1450382,567646939
2021-06-22,3940,4070,3920,4040,Rise,100,3,1207550,483965207
2021-06-23,4050,4070,3940,3940,Fall,100,2,1624988,648101367
2021-06-24,4000,4010,3960,3990,Rise,50,1,503820,200788586
2021-06-25,4030,4040,3990,3990,Unchnaged,0,0,755898,303444778
2021-06-28,3980,3990,3930,3930,Fall,60,2,1412318,557380491
2021-06-29,3860,3910,3860,3900,Fall,30,1,1217728,474173501
2021-06-30,3900,3970,3890,3940,Rise,40,1,1128471,444970720
2021-07-01,3940,3970,3910,3940,Unchnaged,0,0,956719,376992124
2021-07-02,4000,4030,3970,3990,Rise,50,1,853012,341026893
2021-07-05,3930,3960,3880,3900,Fall,90,2,849683,331938013
2021-07-06,3950,3950,3890,3890,Fall,10,0,553170,215867772
2021-07-07,3920,3940,3810,3820,Fall,70,2,1487238,573801968
2021-07-08,3890,3900,3820,3870,Rise,50,1,1475876,568923206
2021-07-09,3860,3870,3780,3800,Fall,70,2,1278265,487959080
2021-07-12,3800,3820,3750,3760,Fall,40,1,1197272,452564204
2021-07-13,3800,3800,3760,3780,Rise,20,1,1597095,602765035
2021-07-14,3780,3800,3700,3710,Fall,70,2,1051841,392282528
2021-07-15,3750,3840,3730,3810,Rise,100,3,1271391,482884299
2021-07-16,3850,3860,3810,3840,Rise,30,1,984862,377898259
2021-07-19,3850,3850,3780,3780,Fall,60,2,630230,239704370
2021-07-21,3850,3880,3810,3820,Rise,40,1,1009153,388003786
2021-07-22,3870,3910,3840,3900,Rise,80,2,853096,331424861
2021-07-23,3940,3950,3830,3870,Fall,30,1,872351,337779247
2021-07-26,3900,3900,3820,3830,Fall,40,1,819968,315353933
2021-07-27,3860,3860,3770,3800,Fall,30,1,906727,344911412
2021-07-28,3800,3810,3720,3730,Fall,70,2,707054,265513000
2021-07-29,3760,3840,3750,3770,Rise,40,1,934692,353177057
2021-07-30,3830,3830,3710,3710,Fall,60,2,1033011,388045430
2021-08-02,3770,3770,3700,3740,Rise,30,1,961871,358194576
2021-08-03,3740,3780,3720,3750,Rise,10,0,798736,299536607
2021-08-04,3790,3850,3770,3850,Rise,100,3,834962,319375203
2021-08-05,3900,4090,3900,4050,Rise,200,5,2674041,1074473959
2021-08-06,4050,4060,3900,3930,Fall,120,3,1385948,546262500
2021-08-09,3940,3950,3820,3850,Fall,80,2,930931,359934532
2021-08-10,3890,3890,3810,3820,Fall,30,1,857712,328427294
2021-08-12,3850,3850,3800,3810,Fall,10,0,858749,328009509
2021-08-13,3820,3880,3820,3870,Rise,60,2,952983,367125162
2021-08-16,3870,3930,3840,3930,Rise,60,2,637112,247788145
2021-08-18,3990,4090,3930,4070,Rise,140,4,2248610,904468815
2021-08-19,4000,4020,3860,3880,Fall,190,5,1983736,778094628
2021-08-20,3880,3940,3830,3930,Rise,50,1,802991,313038792
2021-08-23,3980,3990,3930,3960,Rise,30,1,619388,245260913
2021-08-24,3950,3960,3830,3890,Fall,70,2,1371631,532669709
2021-08-25,3850,3900,3850,3890,Unchnaged,0,0,787000,305484504
2021-08-26,3890,3900,3840,3870,Fall,20,1,628574,242402982
2021-08-27,3890,3890,3830,3840,Fall,30,1,722705,277950970
2021-08-30,3850,3940,3840,3940,Rise,100,3,1168524,456117359
2021-08-31,3940,3950,3870,3930,Fall,10,0,1226156,479996912
2021-09-01,3930,3930,3880,3890,Fall,40,1,888089,346343663
2021-09-02,3860,3890,3840,3870,Fall,20,1,738554,285241559
2021-09-03,3850,3930,3810,3930,Rise,60,2,1500491,581286646
2021-09-06,3950,3980,3850,3850,Fall,80,2,1717513,665688974
2021-09-07,3890,3920,3870,3910,Rise,60,2,1276163,497829309
2021-09-08,3820,3880,3720,3730,Fall,80,2,2280879,859783365
2021-09-09,3700,3770,3650,3730,Unchnaged,0,0,3063196,1134579707
2021-09-10,3710,3790,3670,3780,Rise,50,1,1770330,663695034
2021-09-13,3710,3750,3660,3700,Fall,80,2,1698250,627633882
2021-09-14,3720,3730,3660,3700,Unchnaged,0,0,2163634,798607322
2021-09-15,3670,3670,3620,3660,Fall,40,1,2635440,959749863
2021-09-16,3650,3660,3610,3640,Fall,20,1,1947828,708138352
2021-09-17,3630,3640,3570,3610,Fall,30,1,3465291,1249745724
2021-09-20,3590,3590,3510,3590,Fall,20,1,3579713,1272568383
2021-09-21,3510,3580,3500,3570,Fall,20,1,4105339,1454085256
2021-09-22,3520,3650,3520,3610,Rise,40,1,4160873,1499424643
2021-09-23,3600,3770,3590,3770,Rise,160,4,4323908,1604018633
